student_id,concept,concept_difficulty,attempts,time_spent,correct,mastery_label
2a9272f0,Dynamic Programming,4,2,23,1,0
3dfc2e3a,Dynamic Programming,4,1,51,1,0
f1fc10b2,Variables,1,1,44,0,0
91e64a70,Dynamic Programming,4,1,32,1,0
e9d0c683,Variables,1,3,33,0,0
35645b69,Loops,2,1,29,0,0
03e26a0b,Functions,2,1,25,0,0
590f8480,Recursion,3,1,16,0,0
543086ca,Recursion,3,2,51,0,0
0ae7c5b8,Variables,1,2,31,0,0
c9d83e66,Recursion,3,1,38,0,0
38caeb3c,Dynamic Programming,4,1,32,0,0
c06c593a,Loops,2,1,19,1,0
25c83068,Functions,2,2,25,0,0
f4ad70ed,Loops,2,1,24,0,0
bd0c2b39,Functions,2,2,22,0,0
e9b79c29,Recursion,3,2,41,0,0
0efdd7c7,Functions,2,1,28,1,0
5745afc1,Functions,2,3,13,1,0
f4ad70ed,Loops,2,2,30,0,0
48123c8b,Dynamic Programming,4,2,46,0,0
29da264a,Variables,1,1,25,0,0
0bbd03f9,Loops,2,2,24,1,0
cbc58144,Functions,2,2,35,0,0
abb9c659,Dynamic Programming,4,1,23,0,0
1f33c4ce,Loops,2,3,33,1,0
0413c097,Variables,1,1,25,0,0
a9b93c93,Variables,1,1,31,0,0
48123c8b,Loops,2,2,33,1,0
3263dca5,Functions,2,1,22,1,1
b87fb52d,Recursion,3,2,25,0,0
96ed030e,Variables,1,3,21,1,0
96f5f1e4,Recursion,3,2,26,0,0
c30bde50,Recursion,3,3,44,1,0
ec60e30b,Functions,2,1,21,0,0
f64a2ed0,Recursion,3,1,30,0,0
b87fb52d,Variables,1,1,35,1,1
d7be5c1e,Loops,2,1,33,1,1
4eba48a6,Recursion,3,2,40,1,0
859789fb,Variables,1,1,20,1,1
2dd0eb22,Functions,2,3,30,0,0
3a9f6f1f,Dynamic Programming,4,1,38,0,0
ec846410,Variables,1,2,37,1,1
3f3826f3,Dynamic Programming,4,2,36,0,0
8539e3ec,Recursion,3,1,46,0,0
b87fb52d,Functions,2,2,40,0,0
0e79cd40,Functions,2,2,40,0,0
25823a23,Recursion,3,1,34,1,0
56060b4d,Functions,2,3,34,0,0
6313f2f8,Recursion,3,1,22,0,0
b08626e4,Dynamic Programming,4,1,29,0,0
52ff1a49,Functions,2,3,47,1,0
30b66672,Loops,2,2,37,0,0
1f33c4ce,Variables,1,1,6,0,0
2a9272f0,Loops,2,2,25,0,0
2a9272f0,Dynamic Programming,4,2,33,0,0
cb7b5ea5,Loops,2,2,26,0,0
1e9af1a8,Recursion,3,2,48,0,0
590f8480,Loops,2,1,27,0,0
52ff1a49,Loops,2,3,36,0,0
7b55af79,Loops,2,1,30,0,0
e9b79c29,Loops,2,1,36,1,0
a13cc4dc,Dynamic Programming,4,2,37,0,0
daee0007,Variables,1,3,24,0,0
5c2bc04a,Loops,2,1,41,0,0
f4ad70ed,Loops,2,1,34,0,0
cd86db99,Functions,2,2,29,0,0
0ae7c5b8,Recursion,3,2,28,0,0
3f3826f3,Recursion,3,1,50,0,0
d611361f,Loops,2,2,31,1,0
2d51fd19,Recursion,3,2,46,0,0
e9b79c29,Functions,2,1,25,1,0
cce7da75,Functions,2,3,12,0,0
08b99ac1,Loops,2,1,39,0,0
717f86c2,Functions,2,1,32,0,0
25823a23,Loops,2,2,28,1,0
ec60e30b,Loops,2,1,19,0,0
29da264a,Loops,2,2,26,1,0
d26e930c,Variables,1,3,29,0,0
cb7b5ea5,Dynamic Programming,4,2,27,0,0
b41f7116,Dynamic Programming,4,2,37,0,0
4f4a93f9,Recursion,3,2,37,1,0
8e5699ff,Loops,2,1,25,0,0
4334f0ec,Variables,1,1,27,0,0
c21eefb7,Dynamic Programming,4,1,31,1,0
52ff1a49,Functions,2,2,26,1,0
6e99ac2f,Variables,1,3,37,0,0
a6e23819,Recursion,3,1,31,1,0
a4e0c28d,Variables,1,2,27,1,0
3a9f6f1f,Loops,2,1,28,0,0
60e2fa70,Dynamic Programming,4,2,41,0,0
44110570,Dynamic Programming,4,2,33,0,0
96afdb6a,Dynamic Programming,4,3,39,0,0
629f1950,Dynamic Programming,4,2,35,0,0
08b99ac1,Recursion,3,2,45,1,0
5e4c63f7,Variables,1,1,31,1,1
d20907be,Recursion,3,1,33,1,0
2d51fd19,Recursion,3,1,30,1,0
b3f64f19,Variables,1,2,21,1,0
7b55af79,Variables,1,2,18,1,0
96afdb6a,Functions,2,2,38,0,0
8d26d65b,Variables,1,3,32,0,0
59811e5d,Loops,2,2,39,0,0
b8b005de,Dynamic Programming,4,1,47,0,0
c1c9edb9,Recursion,3,1,26,1,0
f4ad70ed,Dynamic Programming,4,2,42,1,0
52ff1a49,Variables,1,1,28,0,0
b87fb52d,Dynamic Programming,4,1,32,1,0
96afdb6a,Dynamic Programming,4,3,30,0,0
faf2230c,Dynamic Programming,4,2,43,0,0
e9d0c683,Loops,2,1,33,0,0
91e64a70,Recursion,3,2,28,0,0
c0a8a86f,Dynamic Programming,4,3,39,0,0
4fb1bc31,Dynamic Programming,4,1,43,0,0
c30bde50,Dynamic Programming,4,1,29,0,0
cbc58144,Variables,1,1,24,0,0
cd86db99,Recursion,3,1,39,1,0
637f435d,Functions,2,1,32,1,0
4ecbb3b7,Functions,2,2,40,1,0
80459ec7,Recursion,3,1,20,0,0
e1571e55,Variables,1,1,34,1,1
d611361f,Recursion,3,1,27,0,0
e11c2057,Variables,1,3,28,1,0
abb9c659,Functions,2,1,19,1,1
1f33c4ce,Recursion,3,1,37,0,0
e6574e00,Recursion,3,1,28,1,0
00e69998,Recursion,3,1,37,0,0
0f512b8e,Loops,2,3,38,0,0
44e50da6,Recursion,3,1,41,1,0
69487be7,Variables,1,1,26,1,1
38caeb3c,Variables,1,2,30,1,1
28fc7c4c,Recursion,3,2,23,0,0
9f98a2dc,Loops,2,3,22,0,0
7d83aaa2,Dynamic Programming,4,1,42,0,0
fdb66605,Variables,1,1,17,1,1
84392e9a,Recursion,3,1,37,1,0
a83e881d,Loops,2,3,30,0,0
3d59b919,Dynamic Programming,4,2,38,0,0
b8b005de,Functions,2,1,29,0,0
60e2fa70,Loops,2,2,30,1,0
dc54d27c,Recursion,3,1,33,0,0
00e69998,Recursion,3,2,32,0,0
8fb1f315,Recursion,3,3,26,1,0
0bbd03f9,Dynamic Programming,4,1,24,0,0
7eb5baa2,Functions,2,1,5,0,0
80f3d5b0,Variables,1,2,40,1,1
6c0d033e,Loops,2,3,33,0,0
00e69998,Loops,2,1,32,1,0
1e9af1a8,Recursion,3,1,37,1,0
25823a23,Functions,2,1,11,1,1
fdb66605,Variables,1,1,6,1,0
52ff1a49,Variables,1,2,29,1,1
5ac87020,Functions,2,2,27,1,0
f2af96c0,Recursion,3,1,45,0,0
e1571e55,Loops,2,2,31,0,0
dfcd6b5b,Variables,1,1,29,1,1
b1694887,Variables,1,1,30,0,0
e3f0ada2,Dynamic Programming,4,3,40,1,0
d7be5c1e,Recursion,3,2,24,0,0
60e2fa70,Dynamic Programming,4,2,41,0,0
00e69998,Functions,2,1,49,1,1
4eba48a6,Recursion,3,2,34,1,0
6e99ac2f,Functions,2,1,34,1,1
c54abbb6,Dynamic Programming,4,3,44,0,0
3263dca5,Dynamic Programming,4,1,34,0,0
25c83068,Variables,1,2,29,1,0
7d83aaa2,Functions,2,1,27,1,1
e1571e55,Variables,1,1,36,1,0
09505742,Functions,2,3,15,1,0
52ff1a49,Dynamic Programming,4,1,34,0,0
b08626e4,Loops,2,1,33,1,0
c1c9edb9,Variables,1,1,16,0,0
84392e9a,Loops,2,1,22,0,0
ecbc285c,Dynamic Programming,4,1,44,1,0
92807a16,Functions,2,2,33,1,0
60b5d26b,Dynamic Programming,4,2,24,0,0
30b66672,Variables,1,2,24,1,1
a8070b67,Loops,2,1,30,1,0
ddaf7ca2,Variables,1,2,26,0,0
1d4c9cc0,Dynamic Programming,4,3,45,0,0
0813b66c,Variables,1,1,11,0,0
00e69998,Dynamic Programming,4,1,32,0,0
5e4c63f7,Loops,2,2,25,1,0
e9b79c29,Variables,1,2,24,1,1
00a8a9a8,Loops,2,1,29,1,0
3263dca5,Variables,1,2,24,0,0
7e3123d1,Recursion,3,3,34,0,0
30b66672,Functions,2,2,30,0,0
b8b005de,Variables,1,2,31,1,1
67386278,Functions,2,2,27,1,0
a9b93c93,Functions,2,1,36,0,0
3263dca5,Functions,2,2,32,0,0
0f512b8e,Variables,1,1,13,1,1
3dfc2e3a,Variables,1,2,13,1,0
847c54fb,Variables,1,1,26,0,0
aa8a37f4,Functions,2,1,22,1,1
92807a16,Functions,2,3,41,0,0
cbc58144,Variables,1,2,25,0,0
4fb1bc31,Functions,2,1,29,1,1
a8070b67,Loops,2,2,18,0,0
08b99ac1,Variables,1,1,25,1,1
1214605f,Functions,2,2,19,1,0
897979a0,Dynamic Programming,4,1,21,0,0
1932d7f3,Recursion,3,3,47,1,0
080b3811,Functions,2,1,19,0,0
049fc19a,Loops,2,2,35,0,0
2dd0eb22,Recursion,3,3,31,0,0
ec60e30b,Loops,2,2,26,0,0
1932d7f3,Functions,2,1,37,1,0
35645b69,Variables,1,1,16,1,1
0db3460b,Dynamic Programming,4,1,46,1,0
c30bfd68,Variables,1,1,14,1,1
40bdcaf0,Recursion,3,2,13,0,0
84c8caac,Loops,2,1,24,1,0
e9b79c29,Functions,2,1,26,0,0
080b3811,Loops,2,1,18,1,0
2a9272f0,Loops,2,2,15,1,0
44110570,Dynamic Programming,4,2,25,0,0
60b5d26b,Dynamic Programming,4,1,43,1,0
25c83068,Dynamic Programming,4,1,38,1,0
e9b79c29,Variables,1,2,21,1,1
fdb66605,Functions,2,3,24,0,0
cce7da75,Dynamic Programming,4,1,34,0,0
7882fad6,Recursion,3,1,28,1,0
283b0d8b,Loops,2,2,50,1,0
1661ded5,Dynamic Programming,4,1,34,0,0
b3f64f19,Dynamic Programming,4,1,31,1,0
859789fb,Recursion,3,3,43,1,0
4e096844,Functions,2,2,29,0,0
d611361f,Loops,2,1,24,0,0
b1694887,Recursion,3,1,32,1,0
e6d5e657,Recursion,3,2,46,1,0
29d8241a,Dynamic Programming,4,3,34,0,0
e1571e55,Variables,1,1,32,1,0
b08626e4,Dynamic Programming,4,1,24,0,0
22394829,Variables,1,1,31,1,1
4fb1bc31,Dynamic Programming,4,1,35,0,0
09505742,Variables,1,2,22,1,1
1bd8d2b4,Recursion,3,1,14,1,0
72ddfa48,Recursion,3,2,37,0,0
1661ded5,Loops,2,3,14,1,0
1c4b0d66,Variables,1,2,12,1,1
dbd84587,Dynamic Programming,4,2,41,1,0
c54abbb6,Dynamic Programming,4,3,41,0,0
3d1f9bcf,Loops,2,3,24,0,0
0813b66c,Functions,2,2,25,0,0
f2af96c0,Dynamic Programming,4,2,43,1,0
8e5699ff,Functions,2,1,22,0,0
0ae7c5b8,Dynamic Programming,4,2,39,0,0
342d668c,Functions,2,2,21,1,0
543086ca,Recursion,3,3,39,0,0
5745afc1,Variables,1,2,32,0,0
44110570,Variables,1,1,33,1,0
1d4c9cc0,Recursion,3,1,38,0,0
b3f64f19,Variables,1,1,36,1,1
92807a16,Dynamic Programming,4,1,40,1,0
ec60e30b,Loops,2,2,36,0,0
7e3123d1,Functions,2,1,29,1,1
e6237686,Dynamic Programming,4,1,25,0,0
4ecbb3b7,Recursion,3,1,17,0,0
3dfc2e3a,Variables,1,1,29,1,0
25823a23,Dynamic Programming,4,3,32,0,0
5064bff6,Loops,2,1,28,1,0
6313f2f8,Variables,1,3,29,1,0
b41f7116,Dynamic Programming,4,1,33,1,0
a749cce0,Functions,2,3,23,1,0
e9d0c683,Functions,2,1,36,0,0
1f33c4ce,Recursion,3,1,42,1,0
a9b93c93,Functions,2,2,38,1,0
00e69998,Dynamic Programming,4,3,29,1,0
0f512b8e,Dynamic Programming,4,3,38,0,0
29d8241a,Dynamic Programming,4,1,29,1,0
ecbc285c,Dynamic Programming,4,2,44,0,0
2dd0eb22,Dynamic Programming,4,1,36,1,0
629f1950,Variables,1,2,27,0,0
44110570,Functions,2,1,41,1,0
84c8caac,Functions,2,2,29,0,0
717f86c2,Loops,2,2,28,0,0
590f8480,Loops,2,3,52,0,0
3d59b919,Loops,2,1,25,1,0
69487be7,Loops,2,1,22,1,0
28fc7c4c,Recursion,3,3,18,0,0
f1fc10b2,Dynamic Programming,4,1,42,0,0
2d51fd19,Variables,1,1,26,0,0
1e9af1a8,Loops,2,1,24,0,0
697ebb27,Dynamic Programming,4,1,28,0,0
c30bde50,Functions,2,2,5,0,0
daee0007,Loops,2,1,29,0,0
e6d5e657,Loops,2,2,28,0,0
f1fc10b2,Recursion,3,2,35,1,0
0db3460b,Variables,1,3,41,1,0
a9b93c93,Variables,1,1,32,1,1
bf0e5c55,Loops,2,3,30,0,0
59811e5d,Functions,2,1,16,0,0
92807a16,Functions,2,1,38,1,0
6313f2f8,Functions,2,1,45,1,1
44e50da6,Loops,2,1,29,1,0
92807a16,Dynamic Programming,4,1,39,0,0
faf2230c,Dynamic Programming,4,1,33,1,0
1f33c4ce,Functions,2,1,45,1,0
30b66672,Functions,2,3,39,0,0
29da264a,Dynamic Programming,4,2,24,0,0
03f4c13e,Loops,2,2,20,0,0
60e2fa70,Loops,2,1,23,1,0
65c08f13,Functions,2,3,24,0,0
29d8241a,Functions,2,2,50,0,0
f4ad70ed,Variables,1,1,20,1,1
342d668c,Functions,2,1,30,1,1
80459ec7,Variables,1,1,17,1,1
39119303,Dynamic Programming,4,3,32,1,0
283b0d8b,Recursion,3,2,25,0,0
e6d5e657,Recursion,3,1,37,1,0
5c2bc04a,Functions,2,1,32,1,1
af3a75f2,Recursion,3,1,34,0,0
67386278,Functions,2,2,39,1,0
b41f7116,Functions,2,1,27,1,0
d49f68ef,Recursion,3,2,26,0,0
163a7d7d,Functions,2,2,23,1,0
75eee0b0,Variables,1,2,22,1,1
f64a2ed0,Recursion,3,1,24,0,0
91e64a70,Dynamic Programming,4,1,21,0,0
f4ad70ed,Functions,2,2,35,1,0
00e69998,Variables,1,1,32,1,1
39119303,Functions,2,3,21,0,0
25823a23,Dynamic Programming,4,3,34,0,0
5e4c63f7,Loops,2,1,22,1,1
1d9fc720,Variables,1,1,21,1,1
6c985f1e,Dynamic Programming,4,3,39,0,0
e33fb13f,Recursion,3,2,38,1,0
4f4a93f9,Recursion,3,1,31,0,0
00a8a9a8,Loops,2,1,21,1,0
4ecbb3b7,Variables,1,1,18,1,1
ccd462cf,Recursion,3,2,34,0,0
abb9c659,Loops,2,2,32,0,0
c30bde50,Dynamic Programming,4,3,40,0,0
0ae7c5b8,Recursion,3,2,33,0,0
91e64a70,Variables,1,1,23,1,1
0e79cd40,Loops,2,1,10,0,0
f1fc10b2,Dynamic Programming,4,2,57,0,0
c0a8a86f,Loops,2,1,26,1,1
dbd84587,Dynamic Programming,4,2,37,0,0
c06c593a,Functions,2,3,41,0,0
99e180db,Variables,1,1,40,0,0
0bbd03f9,Variables,1,2,30,0,0
86878cf1,Dynamic Programming,4,1,36,0,0
d7be5c1e,Variables,1,1,36,0,0
c30bfd68,Dynamic Programming,4,1,23,1,0
91e64a70,Functions,2,2,32,1,0
dc2ec317,Functions,2,1,25,1,0
cbc58144,Dynamic Programming,4,3,27,0,0
8fb1f315,Variables,1,3,26,0,0
5064bff6,Functions,2,1,40,0,0
3dfc2e3a,Variables,1,1,15,0,0
2d51fd19,Functions,2,1,15,1,0
c0a8a86f,Recursion,3,1,36,1,0
bd0c2b39,Variables,1,2,14,1,0
dc2ec317,Loops,2,3,38,0,0
8e5699ff,Variables,1,1,20,1,1
049fc19a,Recursion,3,2,22,0,0
60b5d26b,Loops,2,2,35,1,0
cc50d102,Dynamic Programming,4,1,34,0,0
f64a2ed0,Dynamic Programming,4,3,26,0,0
27b49b90,Functions,2,2,23,0,0
2dd0eb22,Functions,2,1,19,0,0
c1db4161,Variables,1,1,17,1,1
40bdcaf0,Dynamic Programming,4,1,25,0,0
1e9af1a8,Dynamic Programming,4,2,44,0,0
0efdd7c7,Variables,1,1,30,0,0
bd0c2b39,Functions,2,3,31,1,0
b41f7116,Variables,1,2,31,0,0
ec60e30b,Loops,2,2,30,0,0
7e3123d1,Loops,2,2,28,0,0
c9d83e66,Variables,1,1,10,0,0
1214605f,Loops,2,2,21,1,0
4eba48a6,Recursion,3,1,29,0,0
a8070b67,Functions,2,3,48,0,0
abb9c659,Functions,2,3,42,1,0
00a8a9a8,Dynamic Programming,4,1,34,0,0
f6bfc15f,Dynamic Programming,4,2,17,0,0
28fc7c4c,Functions,2,1,22,0,0
08d327e6,Dynamic Programming,4,1,32,0,0
25c83068,Functions,2,2,30,1,0
1932d7f3,Dynamic Programming,4,1,29,0,0
697ebb27,Recursion,3,3,40,1,0
0fa3f87c,Dynamic Programming,4,1,35,0,0
5c2bc04a,Variables,1,2,32,0,0
5537bfd1,Recursion,3,1,40,0,0
283b0d8b,Functions,2,1,27,1,0
cb5d5a7d,Functions,2,1,19,1,0
5064bff6,Loops,2,3,31,0,0
c5ebe991,Functions,2,1,21,1,0
e96f6898,Variables,1,1,21,1,1
09505742,Variables,1,2,26,1,1
2a9272f0,Dynamic Programming,4,2,32,0,0
64f6fedd,Variables,1,1,38,1,1
f4ad70ed,Recursion,3,3,30,1,0
c0a8a86f,Dynamic Programming,4,2,35,0,0
049fc19a,Recursion,3,2,18,0,0
1f33c4ce,Recursion,3,3,40,0,0
abb9c659,Functions,2,2,17,1,0
60b5d26b,Loops,2,1,22,1,1
d7be5c1e,Dynamic Programming,4,2,44,0,0
4fb1bc31,Dynamic Programming,4,2,42,0,0
283b0d8b,Functions,2,2,27,1,0
a8e1ff27,Variables,1,2,39,0,0
96f5f1e4,Recursion,3,2,36,0,0
7498baf0,Functions,2,3,30,0,0
ec846410,Functions,2,3,20,0,0
d26e930c,Dynamic Programming,4,2,30,1,0
d26e930c,Functions,2,3,38,0,0
daee0007,Functions,2,3,33,0,0
cb7b5ea5,Loops,2,1,32,0,0
64f6fedd,Variables,1,3,24,0,0
4eba48a6,Dynamic Programming,4,1,39,1,0
aa8a37f4,Dynamic Programming,4,2,33,0,0
72ddfa48,Functions,2,1,43,1,0
08d327e6,Dynamic Programming,4,2,46,1,0
1661ded5,Recursion,3,1,28,1,0
a8070b67,Loops,2,2,21,1,0
b87fb52d,Loops,2,1,28,0,0
543086ca,Variables,1,2,26,1,1
bf0e5c55,Loops,2,2,25,0,0
7eb5baa2,Recursion,3,1,36,0,0
86878cf1,Variables,1,1,28,0,0
590f8480,Loops,2,3,25,1,0
80459ec7,Loops,2,3,34,1,0
e6d5e657,Variables,1,3,16,0,0
b87fb52d,Dynamic Programming,4,1,36,0,0
b8b005de,Loops,2,1,34,1,1
637f435d,Variables,1,2,26,0,0
22394829,Dynamic Programming,4,1,35,0,0
e5b4ad69,Functions,2,1,30,1,0
3a9f6f1f,Recursion,3,1,32,1,0
595afe07,Loops,2,1,28,1,1
daee0007,Functions,2,3,24,1,0
1d9fc720,Dynamic Programming,4,2,41,0,0
f4ad70ed,Functions,2,2,45,1,0
00a8a9a8,Recursion,3,2,36,0,0
faf2230c,Functions,2,1,42,0,0
0f512b8e,Functions,2,1,30,1,0
08b99ac1,Recursion,3,2,31,0,0
3d59b919,Dynamic Programming,4,2,36,1,0
abb9c659,Dynamic Programming,4,1,43,0,0
44110570,Recursion,3,1,23,0,0
28fc7c4c,Variables,1,1,19,1,1
1932d7f3,Functions,2,2,16,0,0
27b49b90,Loops,2,2,41,1,0
0fa3f87c,Loops,2,3,20,0,0
c06c593a,Dynamic Programming,4,1,23,0,0
8680f577,Dynamic Programming,4,2,46,0,0
a749cce0,Variables,1,2,38,1,0
4eba48a6,Functions,2,3,34,1,0
049fc19a,Functions,2,3,34,1,0
57691047,Dynamic Programming,4,2,39,0,0
22394829,Dynamic Programming,4,2,37,0,0
73b88305,Variables,1,3,21,0,0
abb9c659,Loops,2,1,26,0,0
84c8caac,Loops,2,3,32,0,0
3d59b919,Loops,2,1,26,0,0
163a7d7d,Recursion,3,2,43,1,0
3dfc2e3a,Variables,1,1,20,0,0
cce7da75,Loops,2,1,20,0,0
342d668c,Loops,2,1,28,1,0
fe579de6,Dynamic Programming,4,1,41,0,0
6e99ac2f,Variables,1,2,32,1,0
3263dca5,Variables,1,2,13,1,0
1e9af1a8,Dynamic Programming,4,3,31,0,0
96ed030e,Recursion,3,3,35,1,0
163a7d7d,Recursion,3,2,36,0,0
2dd0eb22,Dynamic Programming,4,3,36,0,0
60b5d26b,Loops,2,1,46,1,1
b1694887,Functions,2,2,26,1,0
bd0c2b39,Variables,1,2,32,1,0
35645b69,Loops,2,2,40,1,0
64f6fedd,Loops,2,1,27,1,0
4e096844,Dynamic Programming,4,2,36,1,0
60e2fa70,Recursion,3,2,29,0,0
60b5d26b,Functions,2,1,35,0,0
1b3c9480,Functions,2,2,18,0,0
65c08f13,Functions,2,1,29,1,0
dbd84587,Variables,1,1,18,1,1
aa8a37f4,Loops,2,3,38,0,0
c06c593a,Dynamic Programming,4,2,37,0,0
0e79cd40,Dynamic Programming,4,1,15,0,0
8d26d65b,Loops,2,1,22,0,0
c5ebe991,Recursion,3,1,39,0,0
86d4132b,Functions,2,3,37,0,0
38caeb3c,Dynamic Programming,4,1,38,0,0
342d668c,Variables,1,1,24,1,0
00a8a9a8,Loops,2,1,29,1,0
e1571e55,Functions,2,2,39,0,0
96afdb6a,Loops,2,1,31,1,0
2a9272f0,Functions,2,2,29,0,0
c0a8a86f,Dynamic Programming,4,1,29,0,0
4e096844,Recursion,3,2,39,0,0
d7be5c1e,Loops,2,2,25,0,0
29da264a,Dynamic Programming,4,1,36,0,0
44110570,Variables,1,2,18,0,0
82b05027,Functions,2,2,14,0,0
60b5d26b,Functions,2,3,29,1,0
cb5d5a7d,Loops,2,1,37,0,0
5064bff6,Variables,1,2,21,1,1
4fb1bc31,Variables,1,1,36,1,1
73b88305,Dynamic Programming,4,1,46,0,0
44110570,Functions,2,2,36,1,0
847c54fb,Functions,2,1,14,1,0
64f6fedd,Loops,2,2,23,0,0
39119303,Recursion,3,3,31,0,0
0bbd03f9,Variables,1,1,32,1,1
8539e3ec,Recursion,3,2,24,0,0
57691047,Variables,1,1,21,1,1
7eb5baa2,Recursion,3,3,31,0,0
1932d7f3,Recursion,3,2,28,1,0
283b0d8b,Loops,2,3,28,1,0
0413c097,Recursion,3,1,43,1,0
1214605f,Dynamic Programming,4,1,31,0,0
cce7da75,Dynamic Programming,4,2,37,0,0
73b88305,Functions,2,1,25,0,0
3f3826f3,Recursion,3,2,31,0,0
697ebb27,Functions,2,1,16,1,0
d20907be,Functions,2,1,23,0,0
45b5de1a,Dynamic Programming,4,1,34,1,0
75eee0b0,Recursion,3,3,35,1,0
e1571e55,Functions,2,1,27,0,0
283b0d8b,Variables,1,1,30,1,1
cd86db99,Dynamic Programming,4,2,30,0,0
717f86c2,Functions,2,2,34,1,0
4eba48a6,Loops,2,1,37,0,0
aa8a37f4,Variables,1,1,32,1,1
9f98a2dc,Variables,1,2,15,0,0
44110570,Loops,2,2,37,0,0
a83e881d,Variables,1,1,20,1,0
03f4c13e,Variables,1,2,26,0,0
057a3be1,Loops,2,2,30,1,1
67386278,Dynamic Programming,4,2,22,0,0
84b563ae,Recursion,3,3,25,0,0
1661ded5,Recursion,3,1,30,1,0
4e096844,Loops,2,2,21,1,0
faf2230c,Dynamic Programming,4,3,38,0,0
049fc19a,Variables,1,3,31,1,0
f1fc10b2,Functions,2,3,43,1,0
a8070b67,Functions,2,2,39,0,0
7e3123d1,Loops,2,1,25,0,0
b41f7116,Loops,2,3,36,0,0
28fc7c4c,Variables,1,1,19,1,1
29da264a,Variables,1,1,19,1,1
4334f0ec,Dynamic Programming,4,1,34,1,0
82b05027,Recursion,3,1,38,1,0
4eba48a6,Loops,2,1,21,1,1
1104d582,Variables,1,2,24,1,1
73b88305,Dynamic Programming,4,3,44,1,0
a749cce0,Variables,1,1,29,1,1
0813b66c,Dynamic Programming,4,1,28,0,0
d49f68ef,Dynamic Programming,4,1,31,0,0
ddaf7ca2,Recursion,3,2,31,0,0
29d8241a,Functions,2,1,21,1,1
7d83aaa2,Recursion,3,3,34,0,0
df9ead78,Recursion,3,3,21,0,0
c06c593a,Recursion,3,1,27,0,0
e6237686,Dynamic Programming,4,3,31,1,0
fdb66605,Dynamic Programming,4,3,48,0,0
2a9272f0,Dynamic Programming,4,1,29,0,0
0ae7c5b8,Variables,1,1,19,1,1
1e9af1a8,Variables,1,3,31,0,0
342d668c,Functions,2,2,26,0,0
1661ded5,Functions,2,1,27,1,1
84b563ae,Recursion,3,1,46,0,0
080b3811,Variables,1,1,36,1,1
629f1950,Loops,2,1,26,0,0
69487be7,Recursion,3,1,24,1,0
52ff1a49,Variables,1,2,44,0,0
0f512b8e,Dynamic Programming,4,1,28,1,0
1932d7f3,Variables,1,1,22,1,1
cbc58144,Variables,1,1,33,1,1
543086ca,Variables,1,2,34,1,1
a9b93c93,Loops,2,1,26,1,1
3d1f9bcf,Loops,2,3,14,0,0
342d668c,Recursion,3,3,29,0,0
84b563ae,Dynamic Programming,4,1,41,0,0
82b05027,Dynamic Programming,4,1,30,1,0
bd0c2b39,Variables,1,2,34,1,0
5064bff6,Recursion,3,3,24,0,0
39119303,Recursion,3,1,24,0,0
dc54d27c,Variables,1,2,23,0,0
2a9272f0,Dynamic Programming,4,1,30,1,0
82b05027,Dynamic Programming,4,2,23,0,0
c5ebe991,Dynamic Programming,4,1,34,0,0
65c08f13,Dynamic Programming,4,1,33,1,0
66429af5,Dynamic Programming,4,1,22,0,0
40bdcaf0,Variables,1,1,30,1,0
5745afc1,Dynamic Programming,4,2,21,1,0
dfcd6b5b,Functions,2,1,12,1,0
e6574e00,Variables,1,1,23,1,1
7882fad6,Variables,1,1,24,0,0
5537bfd1,Loops,2,2,33,1,0
f6bfc15f,Functions,2,3,47,0,0
0efdd7c7,Dynamic Programming,4,3,34,1,0
8d26d65b,Recursion,3,2,30,0,0
a8e1ff27,Functions,2,2,23,0,0
22394829,Dynamic Programming,4,2,38,0,0
0db3460b,Recursion,3,2,33,0,0
590f8480,Variables,1,1,25,1,1
00e69998,Variables,1,1,35,1,1
a8e1ff27,Recursion,3,3,27,0,0
b3f64f19,Variables,1,2,21,1,1
91e64a70,Recursion,3,2,21,0,0
0413c097,Recursion,3,1,40,0,0
0e79cd40,Dynamic Programming,4,1,34,0,0
1bd8d2b4,Dynamic Programming,4,1,43,0,0
5064bff6,Dynamic Programming,4,3,45,0,0
df9ead78,Functions,2,2,29,0,0
0413c097,Loops,2,2,29,1,0
4fb1bc31,Dynamic Programming,4,3,29,0,0
283b0d8b,Functions,2,2,27,1,0
3dfc2e3a,Dynamic Programming,4,3,26,0,0
8d26d65b,Loops,2,2,43,0,0
bd0c2b39,Recursion,3,1,38,0,0
84b563ae,Recursion,3,1,49,0,0
44110570,Functions,2,1,34,1,0
e11c2057,Variables,1,1,28,0,0
1d4c9cc0,Variables,1,1,15,1,1
b08626e4,Dynamic Programming,4,2,45,0,0
595afe07,Functions,2,2,28,0,0
0e79cd40,Functions,2,1,41,1,0
69487be7,Loops,2,2,42,1,0
897979a0,Recursion,3,1,24,1,0
c1c9edb9,Functions,2,1,13,1,1
e6237686,Functions,2,1,26,1,0
0efdd7c7,Dynamic Programming,4,1,46,0,0
a4e0c28d,Functions,2,1,39,1,1
6c6ea779,Variables,1,2,25,0,0
b3f64f19,Variables,1,1,30,1,1
e6574e00,Dynamic Programming,4,1,42,0,0
bf0e5c55,Recursion,3,2,39,0,0
c1c9edb9,Variables,1,1,42,1,1
d41f22aa,Recursion,3,3,35,0,0
5537bfd1,Dynamic Programming,4,2,39,0,0
